multiplier
0.1835
0.1768
0.1713
0.1662
0.1605
0.1624
0.1638
0.1652
0.1656
0.1767
0.1879
0.1969
0.2079
0.2663
0.3167
0.3598
0.4027
0.4806
0.534
0.5762
0.6146
0.6105
0.6204
0.6284
0.6277
0.6479
0.6456
0.6204
0.5921
0.5226
0.4343
0.3351
0.2889
0.2293
0.1392
0.1166
0.1055
0.0982
0.1027
0.0805
0.0696
0.066
0.0624
0.0586
0.0548
0.0531
0.0514
0.0499
0.0484
0.0491
0.0497
0.0503
0.0508
0.0537
0.0563
0.0587
0.061
0.0739
0.0852
0.0951
0.1039
0.1118
0.1189
0.1253
0.131
0.127
0.1443
0.2241
0.3014
0.3462
0.3749
0.3866
0.3723
0.3672
0.3515
0.3257
0.2969
0.3166
0.2997
0.27
0.2345
0.2273
0.2208
0.214
0.2049
0.2047
0.2026
0.2021
0.1998
0.1952
0.1908
0.1864
0.1802
0.1791
0.1811
0.1838
