multiplier
0.739
0.7312
0.7222
0.7136
0.7114
0.7014
0.6936
0.6822
0.6719
0.6563
0.6458
0.6392
0.629
0.6138
0.5966
0.5862
0.5709
0.5377
0.5199
0.5135
0.5047
0.5216
0.5445
0.5711
0.5881
0.5782
0.5694
0.5215
0.465
0.4073
0.3347
0.2711
0.2311
0.1967
0.2187
0.1256
0.0923
0.0947
0.1055
0.1007
0.1043
0.1056
0.1069
0.1083
0.1096
0.1106
0.1114
0.1122
0.113
0.113
0.113
0.113
0.1129
0.1121
0.1113
0.1105
0.1098
0.1052
0.1012
0.0976
0.0945
0.0917
0.0892
0.0869
0.0848
0.0865
0.1578
0.2722
0.3664
0.3113
0.4721
0.5326
0.5908
0.6389
0.7021
0.7914
0.8963
0.9921
1.0372
1.0565
1.0443
1.0433
1.0431
1.0387
1.0087
0.9881
0.9818
0.9657
0.94
0.9143
0.8893
0.8675
0.8356
0.8113
0.7826
0.7706
