multiplier
0.3132
0.2016
0.0972
0.0957
0.0956
0.0952
0.0947
0.0943
0.0938
0.0937
0.0935
0.0933
0.0932
0.0933
0.0935
0.0937
0.0938
0.0984
0.1023
0.71
0.1084
0.1101
0.1114
0.1126
0.1135
0.1108
0.1083
0.106
0.1038
0.0975
0.091
0.0845
0.0779
0.0734
0.1563
0.2479
0.1901
0.2182
0.2717
0.3322
0.2917
0.2536
0.2509
0.2588
0.2624
0.2761
0.2576
0.2519
0.2355
0.2992
0.3369
0.3829
0.4291
0.4369
0.4914
0.5462
0.6111
0.6621
0.6633
0.7035
0.7671
0.8304
0.8684
0.8468
0.859
0.8783
0.889
0.8847
0.8658
0.9029
0.9501
0.9944
1.0542
1.0971
1.135
1.1918
1.2594
1.2608
1.2462
1.233
1.2033
1.1859
1.1692
1.1486
1.1259
1.0852
1.052
1.0133
0.9738
0.9303
0.894
0.8552
0.8093
0.7695
0.7311
0.6999
