multiplier
0.9548
0.9565
0.9582
0.96
0.9617
0.9446
0.9277
0.911
0.8945
0.8662
0.8384
0.8112
0.7847
0.7507
0.7176
0.6856
0.6545
0.6492
0.6439
0.6387
0.6334
0.6406
0.6479
0.6552
0.6625
0.6828
0.7036
0.7247
0.7463
0.7742
0.8028
0.8321
0.8622
0.8888
0.916
0.9437
0.972
0.9755
0.979
0.9825
0.9859
0.9798
0.9738
0.9677
0.9617
0.954
0.9463
0.9387
0.9311
0.9429
0.9548
0.9668
0.979
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
