multiplier
0.3929
0.3827
0.3764
0.3701
0.3661
0.3622
0.3559
0.3512
0.348
0.3449
0.3402
0.3362
0.3354
0.3331
0.3323
0.3323
0.3323
0.3334
0.3322
0.335
0.3385
0.3533
0.3761
0.3956
0.4097
0.4279
0.4438
0.4511
0.4615
0.4582
0.4652
0.4753
0.4674
0.4763
0.4601
0.4124
0.3403
0.2947
0.2633
0.2878
0.2831
0.3269
0.3605
0.3815
0.3985
0.3435
0.283
0.2398
0.1698
0.1266
0.1
0.1
0.1861
0.1668
0.1853
0.1966
0.1
0.1
0.1
0.1
0.1115
0.1
0.1251
0.1322
0.1205
0.1434
0.1544
0.1891
0.2206
0.2497
0.2623
0.278
0.3213
0.3646
0.3992
0.4409
0.489
0.5276
0.5378
0.5339
0.5307
0.5268
0.5244
0.5236
0.5165
0.5126
0.5087
0.5008
0.4882
0.478
0.4646
0.448
0.4283
0.4118
0.3992
0.3882
