multiplier
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0019
0.0037
0.0056
0.0075
0.0351
0.0627
0.0903
0.1179
0.1608
0.2036
0.2465
0.2893
0.3441
0.3989
0.4537
0.5085
0.5536
0.5987
0.6438
0.6889
0.7326
0.7762
0.8199
0.8636
0.8655
0.8673
0.8692
0.8711
0.8473
0.8234
0.7996
0.7758
0.7577
0.7396
0.7215
0.7034
0.6731
0.6428
0.6126
0.5823
0.5337
0.4851
0.4365
0.3879
0.3399
0.2919
0.2439
0.1958
0.1562
0.1166
0.077
0.0373
0.028
0.0187
0.0093
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
