multiplier
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.0804
0.8217
0.9762
0.9767
0.9762
0.9762
0.9762
0.9762
0.9762
0.9767
0.9767
0.9767
0.9771
0.9771
0.9771
0.9771
0.9771
0.9771
0.9771
0.9771
0.9771
0.9771
0.9767
0.9771
0.9767
0.9771
0.9771
0.9771
0.9771
0.9767
0.4792
0.01
0.01
