multiplier
0.6359
0.6206
0.6179
0.6098
0.5871
0.5245
0.4987
0.4779
0.465
0.461
0.459
0.454
0.4461
0.453
0.4503
0.4387
0.4485
0.4483
0.4715
0.4788
0.4813
0.4955
0.5125
0.5329
0.5577
0.5744
0.5833
0.5903
0.5967
0.5648
0.5304
0.4894
0.4537
0.4388
0.3334
0.3798
0.3379
0.3047
0.236
0.2438
0.246
0.2341
0.2313
0.1657
0.1817
0.1429
0.132
0.1547
0.2162
0.2721
0.2241
0.3247
0.4101
0.2252
0.143
0.2145
0.2174
0.1859
0.1974
0.2303
0.3625
0.2266
0.2157
0.259
0.2909
0.3137
0.3636
0.3871
0.3873
0.4197
0.4592
0.4029
0.5248
0.5675
0.633
0.7188
0.8277
0.8684
0.8875
0.8964
0.9
0.8905
0.8705
0.8618
0.851
0.837
0.8193
0.798
0.782
0.7392
0.7164
0.6842
0.6547
0.6309
0.6033
0.5823
