multiplier
0.9688
0.9563
0.9478
0.9388
0.9213
0.904
0.8901
0.8832
0.8718
0.8579
0.8447
0.829
0.8117
0.7716
0.7442
0.7182
0.6947
0.6419
0.6125
0.5894
0.5719
0.6152
0.6664
0.7156
0.7559
0.7499
0.7453
0.7252
0.6149
0.5713
0.578
0.5866
0.6043
0.6219
0.6535
0.6837
0.7399
0.7971
0.883
0.8992
0.9039
0.946
0.9216
0.8985
0.8692
0.826
0.8327
0.8353
0.8398
0.8131
0.7563
0.7332
0.6917
0.6377
0.6051
0.5341
0.4962
0.4053
0.3532
0.3157
0.2901
0.2646
0.2453
0.2413
0.248
0.2764
0.2805
0.2902
0.2881
0.345
0.384
0.4242
0.4655
0.5181
0.5792
0.6552
0.7655
0.8812
0.9299
0.9475
0.9576
0.9615
0.9536
0.9507
0.9391
0.9352
0.9212
0.9091
0.8877
0.868
0.8481
0.826
0.8087
0.7831
0.7642
0.7481
