multiplier
0.3249
0.3088
0.2916
0.2763
0.2645
0.259
0.2539
0.247
0.2441
0.2428
0.2411
0.2418
0.2424
0.246
0.2518
0.2574
0.261
0.285
0.3078
0.3308
0.3527
0.4181
0.4976
0.5786
0.6631
0.7978
0.9245
1.0432
1.1553
1.2808
1.4288
1.6065
1.7342
1.6831
1.6648
1.8051
2.0485
2.1005
2.0302
2.0101
2.309
2.5187
2.5671
2.6549
2.4732
2.2896
2.1149
1.9844
2.0463
1.9425
1.7188
1.7073
1.5936
1.948
1.7997
1.6587
1.5391
1.3783
1.195
1.0378
0.9034
0.7536
0.6249
0.5075
0.3985
0.3172
0.2453
0.1763
0.1198
0.3129
0.3711
0.3798
0.362
0.3754
0.3832
0.3999
0.4245
0.439
0.4295
0.4203
0.4088
0.3988
0.3876
0.3779
0.3692
0.3706
0.373
0.3702
0.3653
0.3639
0.3563
0.3526
0.3451
0.3377
0.3326
0.3298
