multiplier
0.1924
0.1957
0.3306
0.4917
0.3743
0.4442
0.5151
0.528
0.3305
0.2076
0.2074
0.2072
0.207
0.2447
0.3498
0.3251
0.3863
0.2764
0.1865
0.1761
0.1686
0.1584
0.2145
0.2667
0.3994
0.4395
0.4212
0.4513
0.5289
0.4654
0.3975
0.312
0.3541
0.2291
0.3829
0.5012
0.3095
0.4259
0.4573
0.4598
0.5719
0.6277
0.3739
0.5158
0.4499
0.4757
0.3748
0.3212
0.2392
0.1403
0.1949
0.4072
0.2689
0.1701
0.2307
0.2647
0.1303
0.1409
0.1276
0.1263
0.125
0.1222
0.1196
0.117
0.1145
0.1402
0.2777
0.3008
0.3947
0.264
0.1024
0.1014
0.1005
0.1013
0.1022
0.1031
0.1039
0.1059
0.108
0.1102
0.1126
0.1158
0.1192
0.1726
0.1269
0.1323
0.1384
0.1451
0.1528
0.1578
0.1632
0.1692
0.1758
0.1796
0.1836
0.1878
