multiplier
0.3221
0.3033
0.288
0.272
0.2571
0.2594
0.2609
0.2603
0.259
0.2581
0.2578
0.2579
0.2587
0.2578
0.2573
0.2567
0.2567
0.2617
0.2668
0.2734
0.2792
0.3164
0.3551
0.3929
0.432
0.4849
0.532
0.5661
0.5928
0.6028
0.5659
0.5107
0.555
0.5369
0.4103
0.3739
0.3721
0.3385
0.3393
0.2775
0.368
0.2385
0.1586
0.159
0.1594
0.1579
0.1564
0.155
0.1535
0.1522
0.151
0.1499
0.1487
0.1467
0.1446
0.1425
0.1405
0.1371
0.1339
0.2998
0.2323
0.1254
0.1235
0.1216
0.3101
0.3844
0.267
0.2228
0.21
0.4289
0.5259
0.5132
0.4851
0.4677
0.4698
0.4707
0.4759
0.4966
0.49
0.4651
0.4298
0.4235
0.4135
0.4078
0.3997
0.3945
0.3888
0.3892
0.3821
0.3751
0.3666
0.3617
0.353
0.3419
0.3343
0.329
