multiplier
0.7764
0.7639
0.7554
0.7421
0.7367
0.7232
0.7131
0.707
0.7018
0.6933
0.6829
0.6746
0.6639
0.6452
0.6296
0.6139
0.6016
0.5671
0.5481
0.5343
0.5255
0.5368
0.5628
0.5878
0.6067
0.5839
0.5402
0.4663
0.396
0.3407
0.297
0.2564
0.2291
0.1899
0.1517
0.1319
0.0923
0.0947
0.0975
0.1007
0.1043
0.1056
0.1069
0.1083
0.1096
0.1106
0.1114
0.1122
0.113
0.113
0.113
0.113
0.1129
0.1121
0.1113
0.1105
0.1098
0.1052
0.1012
0.0976
0.0945
0.0917
0.0892
0.0869
0.0848
0.0995
0.1698
0.232
0.2796
0.3339
0.3797
0.4139
0.4817
0.5829
0.6718
0.7645
0.8796
0.9957
1.0308
1.0493
1.0569
1.0487
1.033
1.0259
1.0158
1.0035
0.9953
0.9796
0.9648
0.943
0.9105
0.8837
0.8609
0.8276
0.8024
0.7907
