multiplier
0.8611
0.8638
0.8496
0.8434
0.8523
0.8347
0.8244
0.7667
0.7943
0.7813
0.7728
0.7615
0.7575
0.7503
0.7437
0.7378
0.7371
0.7076
0.6863
0.6711
0.6584
0.637
0.6293
0.6266
0.6242
0.6404
0.6396
0.6217
0.5948
0.5548
0.5017
0.4316
0.3887
0.3533
0.3176
0.2896
0.2822
0.2945
0.2354
0.2013
0.1566
0.1037
0.0529
0.0516
0.0503
0.0505
0.0507
0.0509
0.0512
0.061
0.0862
0.0525
0.0529
0.0541
0.0554
0.0566
0.0578
0.0614
0.0669
0.0807
0.0965
0.1284
0.1655
0.1945
0.1978
0.23
0.2592
0.2738
0.2985
0.3406
0.4002
0.4724
0.534
0.6021
0.6897
0.7968
0.9307
1.0331
1.0955
1.1427
1.1765
1.1822
1.1682
1.1615
1.1677
1.1721
1.1602
1.1423
1.1372
1.1075
1.0776
1.0401
1.0041
0.9592
0.921
0.9043
