multiplier
0.6507
0.6387
0.6233
0.6136
0.606
0.5991
0.5895
0.5818
0.5792
0.5723
0.5637
0.5565
0.5484
0.5076
0.4718
0.4418
0.4153
0.3832
0.3648
0.3545
0.3476
0.3725
0.3997
0.4255
0.4531
0.4783
0.5002
0.5143
0.5288
0.5174
0.5018
0.4906
0.4718
0.4551
0.4797
0.4909
0.5076
0.5338
0.5531
0.5606
0.6228
0.6025
0.6268
0.6222
0.5834
0.5661
0.5458
0.551
0.6033
0.628
0.653
0.6295
0.5861
0.5498
0.5258
0.5131
0.4843
0.4346
0.3702
0.3111
0.2794
0.3089
0.3304
0.3404
0.3499
0.3647
0.3712
0.3787
0.3846
0.4106
0.4405
0.469
0.5007
0.5477
0.6159
0.7009
0.8305
0.9398
0.9868
1.011
1.0249
1.0243
1.0174
1.0102
1.0039
0.9812
0.9513
0.9203
0.8772
0.8313
0.7937
0.7543
0.7201
0.6847
0.6519
0.6217
