multiplier
0.2706
0.2812
0.2922
0.3051
0.3173
0.3145
0.3164
0.3225
0.3274
0.3212
0.3192
0.3171
0.3151
0.3282
0.3429
0.358
0.3698
0.4078
0.4497
0.4892
0.5304
0.605
0.6839
0.7693
0.8366
0.892
0.9237
0.9384
0.9472
0.8903
0.8207
0.7691
0.7191
0.6619
0.6304
0.5696
0.5772
0.8851
0.7823
0.5612
0.4402
0.4788
0.4299
0.3358
0.3264
0.2712
0.2915
0.2833
0.2343
0.2095
0.194
0.1748
0.159
0.1516
0.1325
0.1388
0.1204
0.153
0.1894
0.2278
0.2669
0.3371
0.4385
0.5432
0.6698
0.793
0.8834
0.9094
0.907
0.919
0.9763
1.0316
1.0674
1.1064
1.1586
1.2153
1.2885
1.3127
1.3181
1.3129
1.3011
1.2426
1.1278
1.0201
0.9277
0.9289
0.9245
0.9101
0.8914
0.8842
0.8674
0.8431
0.8138
0.6814
0.5433
0.4259
