multiplier
0.3385
0.3177
0.3015
0.2865
0.2718
0.2696
0.2687
0.2677
0.2675
0.2692
0.2681
0.2678
0.2686
0.2679
0.2655
0.2645
0.2631
0.268
0.2771
0.2878
0.2992
0.3418
0.3845
0.432
0.471
0.5304
0.5798
0.6112
0.6295
0.6548
0.6565
0.6444
0.6362
0.5807
0.5382
0.5429
0.4695
0.4161
0.3416
0.3088
0.3072
0.2702
0.2306
0.159
0.1594
0.1579
0.1564
0.155
0.1535
0.1522
0.151
0.1499
0.1487
0.1467
0.1446
0.1425
0.1405
0.1371
0.1339
0.1307
0.1275
0.1254
0.1235
0.1216
0.1199
0.1691
0.2529
0.3087
0.3683
0.4161
0.4479
0.464
0.461
0.4688
0.4712
0.4731
0.4776
0.5135
0.5116
0.4855
0.4542
0.4471
0.442
0.4351
0.4293
0.43
0.4263
0.4247
0.4216
0.4143
0.4043
0.3977
0.3881
0.3739
0.3631
0.3561
