date,status,converged_steps,min_voltage_pu,max_voltage_pu,voltage_violations,F06_mae_mw,F06_correlation,F07_mae_mw,F07_correlation,F08_mae_mw,F08_correlation,F09_mae_mw,F09_correlation,F10_mae_mw,F10_correlation,F11_mae_mw,F11_correlation,F12_mae_mw,F12_correlation,system_mae_mw,system_correlation
2025-05-16,success,96,0.7928004692375977,1.0608908824868812,8757,0.4369624966450619,0.9779458894338127,0.3056523661353321,0.9932729762513844,0.259762790976708,0.99273963430199,0.5404387253950448,0.9749037786287399,0.9797451427282995,0.9915864966602335,4.955177625340862,0.7350623613869461,4.233062714849435,0.9894443895378034,2.667956083880495,0.9507289006281509
2025-05-17,success,96,0.7980704939501633,1.0707154276430912,8790,0.126010021347492,0.9907174598086055,0.1298967213688705,0.996757380641133,0.20589063365950241,0.9973910026441462,0.31420163144949814,0.994921614652162,0.7359241317702052,0.9907755633512951,4.19491392460603,0.8516813774737132,4.277279322143514,0.9900617077955921,4.295278021038489,0.9031699424120129
2025-05-18,success,96,0.8050172316369634,1.0652840494226117,6459,0.3037835995595863,0.991252599495448,0.2515466558180334,0.9940012115862815,0.3927896608266669,0.9633371478420404,0.6696975844853601,0.9705121395839079,0.7753237391161747,0.9898930261207973,1.9846539306292423,0.3009730998473044,3.478327491075839,0.9940933909501921,2.915937334553215,0.9856491229428224
2025-05-19,success,96,0.8419547900816978,1.0435856252949172,7401,0.36790688426538504,0.9934763560009149,0.2566167183578677,0.9959543743650767,0.15623398646210637,0.9980139348124291,0.6565401496855671,0.961126420806744,0.5778290063447952,0.9877833871808548,5.276507266687844,0.36880398731545233,3.3193470119944637,0.9960835198698412,4.692625062440415,0.8852692521107629
2025-05-20,success,96,0.7987315361711369,1.0160966277768488,8805,0.5896141400810841,0.9878191583537669,0.5172590694254156,0.9912763593588384,0.4034831932071286,0.9927158325707195,0.7115400251078132,0.9782000141787565,0.7307340590598738,0.9888524471884086,8.917676987030013,0.41412525816750645,3.406288744927797,0.9943753511767003,5.437453082804991,0.9579666864352406
2025-05-21,success,96,0.7993229387225934,1.0413926349551392,8964,0.6534321889468624,0.9892468809119388,0.5997526255390793,0.9924479879130537,0.462079894242765,0.9945866437838677,0.9391700038918589,0.9665688796493236,1.204960776674567,0.9865494184393993,10.589000614172834,0.4776178414354039,3.7021569826740013,0.9955098933556376,7.484341325151184,0.9706640832296154
2025-05-22,success,96,0.7575303757514837,1.011770308785005,12813,0.6864749636115366,0.9896143302844079,0.625799149710911,0.9935521714757571,0.5297756471928743,0.9951579632083111,1.112492691953184,0.9677990240575005,1.2477477566367534,0.9869827103952089,3.837803297658067,0.8042125233341201,3.819203953687446,0.9923982227137478,4.758477651663222,0.9804711120769756
2025-05-23,success,96,0.8047581120894509,1.0350971386388463,9894,0.7251838414636527,0.987626785048273,0.6516242440389732,0.9919804495933725,0.5033414810878591,0.9950857128920935,0.9555376955544925,0.9659230819531124,1.0747370811580643,0.9922000987099173,11.023959235410896,0.828589664983287,3.685983460209456,0.9966021909356291,5.866774901139055,0.9779800682395089
2025-05-24,success,96,0.8071771645304645,1.0311671944833467,9480,0.6467588695258456,0.9860504686351662,0.5855672592862486,0.9908056952661007,0.4598019038836815,0.9932446246908895,0.8398135555319349,0.9618766104928399,0.8952316618338891,0.9910591511320895,15.92649415120711,0.8203799452962713,3.809365884747902,0.9956188711015095,10.795224704647518,0.9733958287605516
2025-05-25,success,96,0.8091761064901832,1.0301433598972132,8256,0.41554827545440065,0.9916653493401493,0.40586645046407605,0.9942444959405086,0.3261953300003542,0.9959685443579457,0.44265371540087517,0.9561964348028528,0.7429536973300648,0.9810409398571833,14.842640602832807,0.8083439090358114,3.8579641069544888,0.9923638408070069,10.230448622232956,0.9571053360490989
2025-05-26,success,96,0.8023625751023657,1.0487818595356178,7833,0.4424066821733,0.9961981750056754,0.3535862417233713,0.9962917981053403,0.2802494281657348,0.9969495056646368,0.5258146925342183,0.9595119944296856,0.8703531185780936,0.9850822581365691,18.511922012530878,0.8644543170301995,3.897053685236858,0.9952136790215951,13.924981271016003,0.9795729520372364
2025-05-27,success,96,0.8083318317550872,1.0333086671405949,8406,0.5433908886838326,0.9896478454222719,0.46692313556906556,0.9933241987201616,0.358752535125682,0.994881519271257,0.7678305577587624,0.9726706413511972,0.9331425454886945,0.9855706615742023,19.51338209164543,0.9464206806226864,3.857604072210488,0.996057287712369,14.82257870638763,0.9913409662422205
2025-05-28,success,96,0.8083789637969957,1.0405998107177634,8343,0.6249592207757217,0.9906853786342659,0.5403684003428504,0.9931732957429966,0.3858176205479038,0.9957538674227344,0.9100231184083009,0.9478078245174344,1.1112997199524297,0.9866741848892334,19.219158350200125,0.887611401461317,3.9194055837788144,0.9966117709182842,14.75472766553175,0.9891226414418527
2025-05-29,success,96,0.8133049507552425,1.050396198781978,8484,0.5704663196799592,0.991247990972147,0.5061817685200677,0.9927408915313208,0.3951567865356376,0.9940041669525491,0.8642888762966002,0.9650934048106128,1.0049447754370526,0.9858239221817221,19.57874981571297,0.9668305508901808,3.869679832548694,0.9962375001732005,15.020779729036557,0.990854817738707
2025-05-30,success,96,0.8043519925615386,1.0373248434761098,8892,0.6446739934144355,0.9898727234004433,0.5689468686413675,0.9928998795041807,0.4413452908856431,0.9958659280817547,0.9158116131881084,0.958209014335993,1.1545234430040374,0.980968729018028,16.96990055900059,-0.767543071070661,3.841311497500365,0.994724662723801,12.932320985766292,0.9695285392371712
2025-05-31,success,96,0.7921565655579321,1.025658336044953,11397,0.6388427749574911,0.9936409971472772,0.5765353748927714,0.9953921976330594,0.42505370915321516,0.9968406030127328,0.30797717939969976,,1.1739126060829201,0.9889950424891345,13.361934917312755,0.5680589926976969,3.797385305452229,0.9965982947244103,8.750528366896079,0.9765024532433364
2025-06-01,success,96,0.789200446599254,1.003837825513356,13419,0.6980523105658534,0.9893175130061591,0.5932568161463035,0.9920332606227372,0.4710361447017447,0.9961518265839083,1.0810605845340095,0.9619919839460903,1.1332902870077262,0.9900817970456476,2.8360581172063215,0.5070165173294966,3.6929136499783928,0.9951338289473409,4.326406830375555,0.9770271116429279
2025-06-02,success,96,0.7958712685034176,1.0405171022879216,14019,0.6652652940477947,0.9801944553256693,0.5729452658702074,0.9860873813698956,0.447893230940576,0.9903958222115713,0.9082714281085995,0.9687195768064144,1.2260252961427731,0.9892529825088664,2.412070008156638,0.7414496637346317,3.4365445738974034,0.9930142213353909,4.813253518992546,0.9725912590382403
2025-06-03,success,96,0.7999100287950531,1.0489384507930637,9246,0.620577948589192,0.9915624733768653,0.4981835815331804,0.9936718793527818,0.3583747221078272,0.9965286967395521,1.0136633457309758,0.96509859756298,1.1657091407817386,0.9901188767465358,4.78713572901336,-0.11540225273294918,3.1290917739443316,0.9964002460203122,3.0981242178445463,0.9782502710516724
2025-06-04,success,96,0.8048265032674266,1.0699633110264661,7692,0.6321889504459096,0.9874277452382729,0.5143635807515631,0.9910205130865495,0.36593920569622385,0.9957966159440731,0.9651576906181948,0.9678416427929378,1.196340400108036,0.9887945478941201,7.935495004164888,0.40963267931040986,3.1169861914292283,0.9960120614677382,4.990437248019243,0.9800471479473702
2025-06-05,success,96,0.7861873681233772,1.0452360461629755,11958,0.633593430528953,0.9915355541631958,0.5167757588619493,0.9932391894196659,0.5251102786486948,0.984107392588467,0.9703500524269584,0.964520341663194,1.3517548978713934,0.9888156440762069,3.6151161758728425,0.3462680711955757,3.249965928564885,0.994867992409281,5.335806072498648,0.9585814824493317
2025-06-06,success,96,0.7924821956429898,1.0744715029019825,9966,0.5016557669013332,0.9830768699303388,0.41136467476322325,0.9876719818976392,0.3295197696774067,0.9951815756673796,1.0026208026013694,0.9640188146071166,1.3160094009096972,0.9860535549610802,2.5093081976064937,0.7610679263151936,3.9226635930742266,0.994302894694603,4.740598805253757,0.9776438610878032
2025-06-07,success,96,0.788983935527181,1.0546772630238297,9690,0.6627707463804919,0.9848648725450797,0.5590619779705179,0.9879265497483981,0.4005760681324236,0.9939482692004518,0.7018667962849832,0.9850381687687709,0.9663550920427723,0.9938392976495596,7.274347104456668,-0.014084536567100141,3.7416643602468334,0.995719633910445,2.5957114902163725,0.9813004582088815
